序号,时间,地市,流量
669,2017/1/28 20:00,A,2.459823706
670,2017/1/28 21:00,A,2.401250885
671,2017/1/28 22:00,A,2.084121243
672,2017/1/28 23:00,A,1.611665158
673,2017/1/29 00:00,A,1.004039847
674,2017/1/29 01:00,A,0.590492181
675,2017/1/29 02:00,A,0.356273624
676,2017/1/29 03:00,A,0.252567429
677,2017/1/29 04:00,A,0.214676556
678,2017/1/29 05:00,A,0.258537845
679,2017/1/29 06:00,A,0.50032627
680,2017/1/29 07:00,A,1.098690698
681,2017/1/29 08:00,A,1.468189798
682,2017/1/29 09:00,A,1.744749112
683,2017/1/29 10:00,A,2.051307593
684,2017/1/29 11:00,A,2.036900842
685,2017/1/29 12:00,A,1.989159686
686,2017/1/29 13:00,A,2.137866776
687,2017/1/29 14:00,A,2.083326575
688,2017/1/29 15:00,A,2.095076233
689,2017/1/29 16:00,A,2.078743353
690,2017/1/29 17:00,A,1.974420956
691,2017/1/29 18:00,A,2.02039176
692,2017/1/29 19:00,A,2.365366418
693,2017/1/29 20:00,A,2.480195517
694,2017/1/29 21:00,A,2.394857251
695,2017/1/29 22:00,A,2.140963446
696,2017/1/29 23:00,A,1.68801123
697,2017/1/30 00:00,A,1.115406458
698,2017/1/30 01:00,A,0.677901981
699,2017/1/30 02:00,A,0.424204822
700,2017/1/30 03:00,A,0.281252127
701,2017/1/30 04:00,A,0.232050433
702,2017/1/30 05:00,A,0.258917331
703,2017/1/30 06:00,A,0.49100423
704,2017/1/30 07:00,A,1.097080289
705,2017/1/30 08:00,A,1.418816895
706,2017/1/30 09:00,A,1.642533148
707,2017/1/30 10:00,A,1.852291806
708,2017/1/30 11:00,A,1.843271445
709,2017/1/30 12:00,A,1.76542767
710,2017/1/30 13:00,A,1.880969125
711,2017/1/30 14:00,A,1.825180002
712,2017/1/30 15:00,A,1.796364069
713,2017/1/30 16:00,A,1.797427277
714,2017/1/30 17:00,A,1.795384662
715,2017/1/30 18:00,A,1.770532428
716,2017/1/30 19:00,A,2.104326605
717,2017/1/30 20:00,A,2.310610626
718,2017/1/30 21:00,A,2.296992062
719,2017/1/30 22:00,A,2.073866333
720,2017/1/30 23:00,A,1.63957662
721,2017/1/31 00:00,A,1.061580682
722,2017/1/31 01:00,A,0.643490588
723,2017/1/31 02:00,A,0.39753606
724,2017/1/31 03:00,A,0.269794876
725,2017/1/31 04:00,A,0.226697672
726,2017/1/31 05:00,A,0.251848499
727,2017/1/31 06:00,A,0.446822546
728,2017/1/31 07:00,A,1.019451367
729,2017/1/31 08:00,A,1.409442245
730,2017/1/31 09:00,A,1.633613129
731,2017/1/31 10:00,A,1.765392191
732,2017/1/31 11:00,A,1.814372748
733,2017/1/31 12:00,A,1.75546716
734,2017/1/31 13:00,A,1.909863647
735,2017/1/31 14:00,A,1.876517099
736,2017/1/31 15:00,A,1.865807764
737,2017/1/31 16:00,A,1.865710373
738,2017/1/31 17:00,A,1.909414124
739,2017/1/31 18:00,A,1.957458957
740,2017/1/31 19:00,A,2.331316888
741,2017/1/31 20:00,A,2.553882144
742,2017/1/31 21:00,A,2.694511276
743,2017/1/31 22:00,A,2.567172559
744,2017/1/31 23:00,A,2.177258685
745,2017/2/1 00:00,A,1.039489819
746,2017/2/1 01:00,A,0.625380176
747,2017/2/1 02:00,A,0.390137631
748,2017/2/1 03:00,A,0.27494248
749,2017/2/1 04:00,A,0.230277319
750,2017/2/1 05:00,A,0.254157257
751,2017/2/1 06:00,A,0.448956198
752,2017/2/1 07:00,A,0.987225049
753,2017/2/1 08:00,A,1.277858417
754,2017/2/1 09:00,A,1.486102942
755,2017/2/1 10:00,A,1.615684818
756,2017/2/1 11:00,A,1.572257953
757,2017/2/1 12:00,A,1.55005054
758,2017/2/1 13:00,A,1.645470245
759,2017/2/1 14:00,A,1.602825339
760,2017/2/1 15:00,A,1.585862796
761,2017/2/1 16:00,A,1.569997745
762,2017/2/1 17:00,A,1.529861655
763,2017/2/1 18:00,A,1.536599692
764,2017/2/1 19:00,A,1.792742621
765,2017/2/1 20:00,A,1.924112326
766,2017/2/1 21:00,A,1.860061636
767,2017/2/1 22:00,A,1.635848318
768,2017/2/1 23:00,A,1.286927963
769,2017/2/2 00:00,A,0.838161041
770,2017/2/2 01:00,A,0.520821249
771,2017/2/2 02:00,A,0.327809537
772,2017/2/2 03:00,A,0.23145748
773,2017/2/2 04:00,A,0.192110809
774,2017/2/2 05:00,A,0.211565527
775,2017/2/2 06:00,A,0.388416751
776,2017/2/2 07:00,A,0.835162589
777,2017/2/2 08:00,A,1.118422635
778,2017/2/2 09:00,A,1.286317151
779,2017/2/2 10:00,A,1.415600989
780,2017/2/2 11:00,A,1.491101242
781,2017/2/2 12:00,A,1.451750348
782,2017/2/2 13:00,A,1.517643375
783,2017/2/2 14:00,A,1.474429819
784,2017/2/2 15:00,A,1.489316516
785,2017/2/2 16:00,A,1.469140527
786,2017/2/2 17:00,A,1.442388211
787,2017/2/2 18:00,A,1.476356558
788,2017/2/2 19:00,A,1.651304874
789,2017/2/2 20:00,A,1.741752142
790,2017/2/2 21:00,A,1.705632236
791,2017/2/2 22:00,A,1.507131107
792,2017/2/2 23:00,A,1.206334967
793,2017/2/3 00:00,A,0.725859698
794,2017/2/3 01:00,A,0.440750543
795,2017/2/3 02:00,A,0.276903851
796,2017/2/3 03:00,A,0.201044418
797,2017/2/3 04:00,A,0.166079187
798,2017/2/3 05:00,A,0.180213779
799,2017/2/3 06:00,A,0.314998068
800,2017/2/3 07:00,A,0.674722238
801,2017/2/3 08:00,A,0.919527411
802,2017/2/3 09:00,A,1.114145438
803,2017/2/3 10:00,A,1.218230408
804,2017/2/3 11:00,A,1.218594543
805,2017/2/3 12:00,A,1.254064307
806,2017/2/3 13:00,A,1.317094174
807,2017/2/3 14:00,A,1.321529407
808,2017/2/3 15:00,A,1.295816901
809,2017/2/3 16:00,A,1.280844415
810,2017/2/3 17:00,A,1.198795917
811,2017/2/3 18:00,A,1.197834778
812,2017/2/3 19:00,A,1.340409723
813,2017/2/3 20:00,A,1.383492172
814,2017/2/3 21:00,A,1.338835822
815,2017/2/3 22:00,A,1.185919305
816,2017/2/3 23:00,A,0.976585538
817,2017/2/4 00:00,A,0.67834852
818,2017/2/4 01:00,A,0.426867319
819,2017/2/4 02:00,A,0.273096899
820,2017/2/4 03:00,A,0.188887402
821,2017/2/4 04:00,A,0.15828934
822,2017/2/4 05:00,A,0.171668475
823,2017/2/4 06:00,A,0.292098691
824,2017/2/4 07:00,A,0.601527444
825,2017/2/4 08:00,A,0.806052631
826,2017/2/4 09:00,A,0.987674957
827,2017/2/4 10:00,A,1.097182281
828,2017/2/4 11:00,A,1.137143164
829,2017/2/4 12:00,A,1.159972958
830,2017/2/4 13:00,A,1.17347355
831,2017/2/4 14:00,A,1.144714746
832,2017/2/4 15:00,A,1.138342154
833,2017/2/4 16:00,A,1.102287265
834,2017/2/4 17:00,A,1.0597884
835,2017/2/4 18:00,A,1.072411002
836,2017/2/4 19:00,A,1.198353189
837,2017/2/4 20:00,A,1.267916431
838,2017/2/4 21:00,A,1.207014651
839,2017/2/4 22:00,A,1.097711877
840,2017/2/4 23:00,A,0.919782401
841,2017/2/5 00:00,A,0.663267374
842,2017/2/5 01:00,A,0.40819068
843,2017/2/5 02:00,A,0.263005057
844,2017/2/5 03:00,A,0.178774963
845,2017/2/5 04:00,A,0.137925897
846,2017/2/5 05:00,A,0.153953391
847,2017/2/5 06:00,A,0.263834525
848,2017/2/5 07:00,A,0.546466733
849,2017/2/5 08:00,A,0.707444974
850,2017/2/5 09:00,A,0.849928635
851,2017/2/5 10:00,A,0.948328113
852,2017/2/5 11:00,A,0.986259839
853,2017/2/5 12:00,A,1.033776398
854,2017/2/5 13:00,A,1.051173877
855,2017/2/5 14:00,A,1.036013571
856,2017/2/5 15:00,A,1.013340536
857,2017/2/5 16:00,A,0.966465173
858,2017/2/5 17:00,A,0.94379451
859,2017/2/5 18:00,A,0.957883142
860,2017/2/5 19:00,A,1.082607486
861,2017/2/5 20:00,A,1.146539423
862,2017/2/5 21:00,A,1.108986758
863,2017/2/5 22:00,A,0.998456699
864,2017/2/5 23:00,A,0.812764981
865,2017/2/6 00:00,A,0.586016611
866,2017/2/6 01:00,A,0.362366711
867,2017/2/6 02:00,A,0.235587054
868,2017/2/6 03:00,A,0.164938422
869,2017/2/6 04:00,A,0.136920737
870,2017/2/6 05:00,A,0.144569229
871,2017/2/6 06:00,A,0.246723923
872,2017/2/6 07:00,A,0.513034573
873,2017/2/6 08:00,A,0.682692584
874,2017/2/6 09:00,A,0.825257104
875,2017/2/6 10:00,A,0.91423027
876,2017/2/6 11:00,A,0.925388638
877,2017/2/6 12:00,A,0.997980325
878,2017/2/6 13:00,A,0.96092258
879,2017/2/6 14:00,A,0.963530878
880,2017/2/6 15:00,A,0.985238214
881,2017/2/6 16:00,A,0.960181021
882,2017/2/6 17:00,A,0.915075662
883,2017/2/6 18:00,A,0.924016669
884,2017/2/6 19:00,A,1.034385202
885,2017/2/6 20:00,A,1.089129865
886,2017/2/6 21:00,A,1.040963544
887,2017/2/6 22:00,A,0.925508682
888,2017/2/6 23:00,A,0.767452695
889,2017/2/7 00:00,A,0.555425455
890,2017/2/7 01:00,A,0.345290329
891,2017/2/7 02:00,A,0.21682258
892,2017/2/7 03:00,A,0.155434998
893,2017/2/7 04:00,A,0.11987504
894,2017/2/7 05:00,A,0.133242691
895,2017/2/7 06:00,A,0.239378412
896,2017/2/7 07:00,A,0.47643989
897,2017/2/7 08:00,A,0.640612827
898,2017/2/7 09:00,A,0.795332568
899,2017/2/7 10:00,A,0.911761887
900,2017/2/7 11:00,A,0.895397382
901,2017/2/7 12:00,A,0.97813775
902,2017/2/7 13:00,A,0.954699338
903,2017/2/7 14:00,A,0.96145303
904,2017/2/7 15:00,A,0.975864365
905,2017/2/7 16:00,A,0.951652197
906,2017/2/7 17:00,A,0.910477432
907,2017/2/7 18:00,A,0.912345825
908,2017/2/7 19:00,A,1.036659686
909,2017/2/7 20:00,A,1.075059354
910,2017/2/7 21:00,A,1.030804541
911,2017/2/7 22:00,A,0.927895587
912,2017/2/7 23:00,A,
913,2017/2/8 00:00,A,0.540818961
914,2017/2/8 01:00,A,0.339095703
915,2017/2/8 02:00,A,0.218830319
916,2017/2/8 03:00,A,0.15198006
917,2017/2/8 04:00,A,0.11902027
918,2017/2/8 05:00,A,0.14179437
919,2017/2/8 06:00,A,0.236393881
920,2017/2/8 07:00,A,0.481159299
921,2017/2/8 08:00,A,0.661536685
922,2017/2/8 09:00,A,0.83435007
923,2017/2/8 10:00,A,0.929325812
924,2017/2/8 11:00,A,0.925851483
925,2017/2/8 12:00,A,1.015029044
926,2017/2/8 13:00,A,1.008665442
927,2017/2/8 14:00,A,1.010786768
928,2017/2/8 15:00,A,0.98902269
929,2017/2/8 16:00,A,0.988227579
930,2017/2/8 17:00,A,0.930684033
931,2017/2/8 18:00,A,0.92625737
932,2017/2/8 19:00,A,1.051510999
933,2017/2/8 20:00,A,1.101134549
934,2017/2/8 21:00,A,1.072531104
935,2017/2/8 22:00,A,0.950703027
936,2017/2/8 23:00,A,0.789763873
937,2017/2/9 00:00,A,0.565081097
938,2017/2/9 01:00,A,0.346671408
939,2017/2/9 02:00,A,0.232176984
940,2017/2/9 03:00,A,0.156846484
941,2017/2/9 04:00,A,0.128238101
942,2017/2/9 05:00,A,0.127148676
943,2017/2/9 06:00,A,0.227544901
944,2017/2/9 07:00,A,0.466591479
945,2017/2/9 08:00,A,0.630903494
946,2017/2/9 09:00,A,0.772850208
947,2017/2/9 10:00,A,0.866872382
948,2017/2/9 11:00,A,0.865776263
949,2017/2/9 12:00,A,0.939179941
950,2017/2/9 13:00,A,0.917925687
951,2017/2/9 14:00,A,0.914230096
952,2017/2/9 15:00,A,0.928702338
953,2017/2/9 16:00,A,0.915528183
954,2017/2/9 17:00,A,0.8782797
955,2017/2/9 18:00,A,0.893747086
956,2017/2/9 19:00,A,1.00413157
957,2017/2/9 20:00,A,1.057200836
958,2017/2/9 21:00,A,1.037432089
959,2017/2/9 22:00,A,0.937570767
960,2017/2/9 23:00,A,0.759109491
961,2017/2/10 00:00,A,0.543354825
962,2017/2/10 01:00,A,0.344967548
963,2017/2/10 02:00,A,0.228433173
964,2017/2/10 03:00,A,0.158956705
965,2017/2/10 04:00,A,0.122848199
966,2017/2/10 05:00,A,0.128923087
967,2017/2/10 06:00,A,0.23594549
968,2017/2/10 07:00,A,0.472850342
969,2017/2/10 08:00,A,0.651352884
970,2017/2/10 09:00,A,0.813778323
971,2017/2/10 10:00,A,0.913650952
972,2017/2/10 11:00,A,0.896219101
973,2017/2/10 12:00,A,0.975230313
974,2017/2/10 13:00,A,0.93256882
975,2017/2/10 14:00,A,0.935941974
976,2017/2/10 15:00,A,0.963234592
977,2017/2/10 16:00,A,0.945819443
978,2017/2/10 17:00,A,0.936484833
979,2017/2/10 18:00,A,0.934497528
980,2017/2/10 19:00,A,1.037766754
981,2017/2/10 20:00,A,1.091331146
982,2017/2/10 21:00,A,1.04804491
983,2017/2/10 22:00,A,0.944367514
984,2017/2/10 23:00,A,0.774820651
985,2017/2/11 00:00,A,0.577284268
986,2017/2/11 01:00,A,0.365564597
987,2017/2/11 02:00,A,0.237188635
988,2017/2/11 03:00,A,0.163590155
989,2017/2/11 04:00,A,0.134983585
990,2017/2/11 05:00,A,0.151155862
991,2017/2/11 06:00,A,0.279412747
992,2017/2/11 07:00,A,0.536072903
993,2017/2/11 08:00,A,0.68652977
994,2017/2/11 09:00,A,0.861788113
995,2017/2/11 10:00,A,0.948220331
996,2017/2/11 11:00,A,0.953734879
997,2017/2/11 12:00,A,1.017295959
998,2017/2/11 13:00,A,1.002167642
999,2017/2/11 14:00,A,1.007667627
1000,2017/2/11 15:00,A,1.005872012
1001,2017/2/11 16:00,A,0.987891086
1002,2017/2/11 17:00,A,0.953114377
1003,2017/2/11 18:00,A,0.963991669
1004,2017/2/11 19:00,A,1.078473489
1005,2017/2/11 20:00,A,1.16144133
1006,2017/2/11 21:00,A,1.146865817
1007,2017/2/11 22:00,A,1.050378488
1008,2017/2/11 23:00,A,0.861055612
1009,2017/2/12 00:00,A,0.546741571
1010,2017/2/12 01:00,A,0.319846909
1011,2017/2/12 02:00,A,0.201888226
1012,2017/2/12 03:00,A,0.14270304
1013,2017/2/12 04:00,A,0.113431851
1014,2017/2/12 05:00,A,0.131952716
1015,2017/2/12 06:00,A,0.245340573
1016,2017/2/12 07:00,A,0.477983267
1017,2017/2/12 08:00,A,0.64131207
1018,2017/2/12 09:00,A,0.814371216
1019,2017/2/12 10:00,A,0.930078839
1020,2017/2/12 11:00,A,0.953734879
1021,2017/2/12 12:00,A,0.999839685
1022,2017/2/12 13:00,A,0.963950809
1023,2017/2/12 14:00,A,0.963157407
1024,2017/2/12 15:00,A,0.974671124
1025,2017/2/12 16:00,A,0.959691339
1026,2017/2/12 17:00,A,0.923659561
1027,2017/2/12 18:00,A,0.918703506
1028,2017/2/12 19:00,A,1.032695343
1029,2017/2/12 20:00,A,1.082366299
1030,2017/2/12 21:00,A,1.041241061
1031,2017/2/12 22:00,A,0.981990973
1032,2017/2/12 23:00,A,0.857924142
1033,2017/2/13 00:00,A,0.575764053
1034,2017/2/13 01:00,A,0.313857755
1035,2017/2/13 02:00,A,0.185680643
1036,2017/2/13 03:00,A,0.127868011
1037,2017/2/13 04:00,A,0.104590109
1038,2017/2/13 05:00,A,0.128665546
1039,2017/2/13 06:00,A,0.262209241
1040,2017/2/13 07:00,A,0.507182767
1041,2017/2/13 08:00,A,0.692294916
1042,2017/2/13 09:00,A,0.819643643
1043,2017/2/13 10:00,A,0.78431366
1044,2017/2/13 11:00,A,0.951354773
1045,2017/2/13 12:00,A,1.106547156
1046,2017/2/13 13:00,A,0.767538361
1047,2017/2/13 14:00,A,0.961977927
1048,2017/2/13 15:00,A,0.974154053
1049,2017/2/13 16:00,A,1.007922232
1050,2017/2/13 17:00,A,0.996303149
1051,2017/2/13 18:00,A,0.997848215
1052,2017/2/13 19:00,A,1.097363803
1053,2017/2/13 20:00,A,1.178269998
1054,2017/2/13 21:00,A,1.153165445
1055,2017/2/13 22:00,A,1.126377124
1056,2017/2/13 23:00,A,0.979720648
1057,2017/2/14 00:00,A,0.614294901
1058,2017/2/14 01:00,A,0.325021939
1059,2017/2/14 02:00,A,0.199183432
1060,2017/2/14 03:00,A,0.13972496
1061,2017/2/14 04:00,A,0.116620871
1062,2017/2/14 05:00,A,0.147617441
1063,2017/2/14 06:00,A,0.321029514
1064,2017/2/14 07:00,A,0.627282013
1065,2017/2/14 08:00,A,0.807352264
1066,2017/2/14 09:00,A,0.93284826
1067,2017/2/14 10:00,A,1.045869507
1068,2017/2/14 11:00,A,1.063214044
1069,2017/2/14 12:00,A,1.263665219
1070,2017/2/14 13:00,A,1.09342999
1071,2017/2/14 14:00,A,1.044323917
1072,2017/2/14 15:00,A,1.047384012
1073,2017/2/14 16:00,A,1.107784543
1074,2017/2/14 17:00,A,1.097527957
1075,2017/2/14 18:00,A,1.102136966
1076,2017/2/14 19:00,A,1.247654907
1077,2017/2/14 20:00,A,1.310381699
1078,2017/2/14 21:00,A,1.238277936
1079,2017/2/14 22:00,A,1.192332553
1080,2017/2/14 23:00,A,1.078219601
1081,2017/2/15 00:00,A,0.659711951
1082,2017/2/15 01:00,A,0.331283499
1083,2017/2/15 02:00,A,0.188291684
1084,2017/2/15 03:00,A,0.132411743
1085,2017/2/15 04:00,A,0.115026587
1086,2017/2/15 05:00,A,0.13208653
1087,2017/2/15 06:00,A,0.2657952
1088,2017/2/15 07:00,A,0.563713739
1089,2017/2/15 08:00,A,0.743040378
1090,2017/2/15 09:00,A,0.892991568
1091,2017/2/15 10:00,A,0.995598166
1092,2017/2/15 11:00,A,1.021924326
1093,2017/2/15 12:00,A,1.188848233
1094,2017/2/15 13:00,A,1.064473035
1095,2017/2/15 14:00,A,1.005180011
1096,2017/2/15 15:00,A,1.012868088
1097,2017/2/15 16:00,A,1.024380331
1098,2017/2/15 17:00,A,1.037730118
1099,2017/2/15 18:00,A,1.015963702
1100,2017/2/15 19:00,A,1.147979129
1101,2017/2/15 20:00,A,1.224248328
1102,2017/2/15 21:00,A,1.189057129
1103,2017/2/15 22:00,A,1.125735089
1104,2017/2/15 23:00,A,1.022953342
1105,2017/2/16 00:00,A,0.669244852
1106,2017/2/16 01:00,A,0.341947729
1107,2017/2/16 02:00,A,0.186596564
1108,2017/2/16 03:00,A,0.136155774
1109,2017/2/16 04:00,A,0.11563465
1110,2017/2/16 05:00,A,0.152128036
1111,2017/2/16 06:00,A,0.323125912
1112,2017/2/16 07:00,A,0.621810489
1113,2017/2/16 08:00,A,0.832795377
1114,2017/2/16 09:00,A,0.969533643
1115,2017/2/16 10:00,A,1.056385834
1116,2017/2/16 11:00,A,1.074217291
1117,2017/2/16 12:00,A,1.279811182
1118,2017/2/16 13:00,A,1.100413049
1119,2017/2/16 14:00,A,1.033077432
1120,2017/2/16 15:00,A,1.038342221
1121,2017/2/16 16:00,A,1.089284155
1122,2017/2/16 17:00,A,1.08298663
1123,2017/2/16 18:00,A,1.066485074
1124,2017/2/16 19:00,A,1.201102304
1125,2017/2/16 20:00,A,1.258789603
1126,2017/2/16 21:00,A,1.209320282
1127,2017/2/16 22:00,A,1.17322002
1128,2017/2/16 23:00,A,1.078288098
1129,2017/2/17 00:00,A,0.722918445
1130,2017/2/17 01:00,A,0.361239124
1131,2017/2/17 02:00,A,0.207154108
1132,2017/2/17 03:00,A,0.136286163
1133,2017/2/17 04:00,A,0.113310367
1134,2017/2/17 05:00,A,0.139269403
1135,2017/2/17 06:00,A,0.289154214
1136,2017/2/17 07:00,A,0.601506662
1137,2017/2/17 08:00,A,0.80475506
1138,2017/2/17 09:00,A,0.946748709
1139,2017/2/17 10:00,A,1.038181915
1140,2017/2/17 11:00,A,1.0361741
1141,2017/2/17 12:00,A,1.20445014
1142,2017/2/17 13:00,A,1.068438925
1143,2017/2/17 14:00,A,1.024680804
1144,2017/2/17 15:00,A,1.021092294
1145,2017/2/17 16:00,A,1.031325922
1146,2017/2/17 17:00,A,1.043088358
1147,2017/2/17 18:00,A,1.041002527
1148,2017/2/17 19:00,A,1.131276068
1149,2017/2/17 20:00,A,1.195670694
1150,2017/2/17 21:00,A,1.162798718
1151,2017/2/17 22:00,A,1.100006107
1152,2017/2/17 23:00,A,0.946375546
1153,2017/2/18 00:00,A,0.722844406
1154,2017/2/18 01:00,A,0.3937664
1155,2017/2/18 02:00,A,0.217378003
1156,2017/2/18 03:00,A,0.145041016
1157,2017/2/18 04:00,A,0.114316647
1158,2017/2/18 05:00,A,0.13526626
1159,2017/2/18 06:00,A,0.263990756
1160,2017/2/18 07:00,A,0.540184946
1161,2017/2/18 08:00,A,0.761392453
1162,2017/2/18 09:00,A,0.975664478
1163,2017/2/18 10:00,A,1.074872815
1164,2017/2/18 11:00,A,1.090004822
1165,2017/2/18 12:00,A,1.155603979
1166,2017/2/18 13:00,A,1.069743008
1167,2017/2/18 14:00,A,1.034234747
1168,2017/2/18 15:00,A,1.023348428
1169,2017/2/18 16:00,A,1.007380685
1170,2017/2/18 17:00,A,0.992990015
1171,2017/2/18 18:00,A,1.011442838
1172,2017/2/18 19:00,A,1.0909138
1173,2017/2/18 20:00,A,1.146344235
1174,2017/2/18 21:00,A,1.126348599
1175,2017/2/18 22:00,A,1.088881168
1176,2017/2/18 23:00,A,0.972485596
1177,2017/2/19 00:00,A,0.765957214
1178,2017/2/19 01:00,A,0.418551624
1179,2017/2/19 02:00,A,0.235861618
1180,2017/2/19 03:00,A,0.15428288
1181,2017/2/19 04:00,A,0.118305725
1182,2017/2/19 05:00,A,0.130619638
1183,2017/2/19 06:00,A,0.247453482
1184,2017/2/19 07:00,A,0.490103961
1185,2017/2/19 08:00,A,0.695637338
1186,2017/2/19 09:00,A,0.945061755
1187,2017/2/19 10:00,A,1.105309753
1188,2017/2/19 11:00,A,1.100739319
1189,2017/2/19 12:00,A,1.128700977
1190,2017/2/19 13:00,A,1.077017151
1191,2017/2/19 14:00,A,1.068187784
1192,2017/2/19 15:00,A,1.066891824
1193,2017/2/19 16:00,A,1.048369693
1194,2017/2/19 17:00,A,1.031284619
1195,2017/2/19 18:00,A,1.021880692
1196,2017/2/19 19:00,A,1.181462146
1197,2017/2/19 20:00,A,1.217539441
1198,2017/2/19 21:00,A,1.147477963
1199,2017/2/19 22:00,A,1.141711307
1200,2017/2/19 23:00,A,1.093430743
1201,2017/2/20 00:00,A,0.709940207
1202,2017/2/20 01:00,A,0.352165973
1203,2017/2/20 02:00,A,0.200261423
1204,2017/2/20 03:00,A,0.135158878
1205,2017/2/20 04:00,A,0.112908752
1206,2017/2/20 05:00,A,0.129653735
1207,2017/2/20 06:00,A,0.274347934
1208,2017/2/20 07:00,A,0.571453018
1209,2017/2/20 08:00,A,0.695637338
1210,2017/2/20 09:00,A,0.984427399
1211,2017/2/20 10:00,A,1.111487781
1212,2017/2/20 11:00,A,1.111964008
1213,2017/2/20 12:00,A,1.240330475
1214,2017/2/20 13:00,A,1.049643552
1215,2017/2/20 14:00,A,0.996808621
1216,2017/2/20 15:00,A,1.004066074
1217,2017/2/20 16:00,A,1.049983499
1218,2017/2/20 17:00,A,1.035117697
1219,2017/2/20 18:00,A,1.022869141
1220,2017/2/20 19:00,A,1.163242767
1221,2017/2/20 20:00,A,1.206207364
1222,2017/2/20 21:00,A,1.159971411
1223,2017/2/20 22:00,A,1.16912132
1224,2017/2/20 23:00,A,1.094639911
1225,2017/2/21 00:00,A,0.704890826
1226,2017/2/21 01:00,A,0.344334421
1227,2017/2/21 02:00,A,0.19071026
1228,2017/2/21 03:00,A,0.130609433
1229,2017/2/21 04:00,A,0.111758875
1230,2017/2/21 05:00,A,0.135850497
1231,2017/2/21 06:00,A,0.282306284
1232,2017/2/21 07:00,A,0.571453018
1233,2017/2/21 08:00,A,0.77496568
1234,2017/2/21 09:00,A,0.928217978
1235,2017/2/21 10:00,A,1.038187335
1236,2017/2/21 11:00,A,1.069116382
1237,2017/2/21 12:00,A,1.296477884
1238,2017/2/21 13:00,A,1.115461002
1239,2017/2/21 14:00,A,1.046784836
1240,2017/2/21 15:00,A,1.0716492
1241,2017/2/21 16:00,A,1.132335318
1242,2017/2/21 17:00,A,1.121252423
1243,2017/2/21 18:00,A,1.121046161
1244,2017/2/21 19:00,A,1.287605655
1245,2017/2/21 20:00,A,1.306153311
1246,2017/2/21 21:00,A,1.249257672
1247,2017/2/21 22:00,A,1.249214291
1248,2017/2/21 23:00,A,1.18285202
1249,2017/2/22 00:00,A,0.8103987
1250,2017/2/22 01:00,A,0.395206134
1251,2017/2/22 02:00,A,0.177758395
1252,2017/2/22 03:00,A,0.121495892
1253,2017/2/22 04:00,A,0.106923331
1254,2017/2/22 05:00,A,0.13599339
1255,2017/2/22 06:00,A,0.279051974
1256,2017/2/22 07:00,A,0.573243439
1257,2017/2/22 08:00,A,0.802329791
1258,2017/2/22 09:00,A,0.932132449
1259,2017/2/22 10:00,A,1.041310303
1260,2017/2/22 11:00,A,1.061943921
1261,2017/2/22 12:00,A,1.186146994
1262,2017/2/22 13:00,A,1.054575812
1263,2017/2/22 14:00,A,1.071997043
1264,2017/2/22 15:00,A,1.070026669
1265,2017/2/22 16:00,A,1.103230536
1266,2017/2/22 17:00,A,1.083965494
1267,2017/2/22 18:00,A,1.068633682
1268,2017/2/22 19:00,A,1.213582813
1269,2017/2/22 20:00,A,1.267273688
1270,2017/2/22 21:00,A,1.228744986
1271,2017/2/22 22:00,A,1.242201907
1272,2017/2/22 23:00,A,1.223922769
1273,2017/2/23 00:00,A,0.814706989
1274,2017/2/23 01:00,A,0.39818252
1275,2017/2/23 02:00,A,0.221502945
1276,2017/2/23 03:00,A,0.139734024
1277,2017/2/23 04:00,A,0.111089246
1278,2017/2/23 05:00,A,0.136244031
1279,2017/2/23 06:00,A,0.290043335
1280,2017/2/23 07:00,A,0.600597556
1281,2017/2/23 08:00,A,0.784674866
1282,2017/2/23 09:00,A,0.902610562
1283,2017/2/23 10:00,A,1.011347125
1284,2017/2/23 11:00,A,1.057405627
1285,2017/2/23 12:00,A,1.279981482
1286,2017/2/23 13:00,A,1.085469684
1287,2017/2/23 14:00,A,1.054954211
1288,2017/2/23 15:00,A,1.043460168
1289,2017/2/23 16:00,A,1.08007688
1290,2017/2/23 17:00,A,1.098450677
1291,2017/2/23 18:00,A,1.072641583
1292,2017/2/23 19:00,A,1.228498944
1293,2017/2/23 20:00,A,1.282432813
1294,2017/2/23 21:00,A,1.263858597
1295,2017/2/23 22:00,A,1.281674716
1296,2017/2/23 23:00,A,1.208766525
1297,2017/2/24 00:00,A,0.817061792
1298,2017/2/24 01:00,A,0.379239185
1299,2017/2/24 02:00,A,0.198795532
1300,2017/2/24 03:00,A,0.142694373
